Código,Nombre,Código de Barras,SKU,Servicio,Uses,Costo,Precio,IVA,IEPS,SAT code,Proveedor,Categorías,AppliesTo
134,Jack categoría 6 color negro,"[""SBE-JACKC6-BK""]",SBE-JACKC6-BK,TRUE,No,,2.28,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
135,Jack categoría 6 color rojo,"[""SBE-JACKC6-RD""]",SBE-JACKC6-RD,TRUE,No,,2.28,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
136,Jack categoría 6A autoponchable color azul,"[""SBE-JACKC6AS-BL""]",SBE-JACKC6AS-BL,TRUE,No,,5.05,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
137,Jack categoría 6A color azul,"[""SBE-JACKC6A-BL""]",SBE-JACKC6A-BL,TRUE,No,,5.05,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
138,Jack categoría 6A color blanco,"[""SBE-JACKC6A-WT""]",SBE-JACKC6A-WT,TRUE,No,,5.05,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
139,Juego de 100 tuercas enjauladas  y tornillos 12-24,"[""SBE-JTE1224N""]",SBE-JTE1224N,TRUE,No,,11.50,16,0,31161500,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
140,Juego de 12 Pigtails LC Multimodo 50/125 OM4 simplex 2 metros PC,"[""SBE-PIGLC2M50M412P""]",SBE-PIGLC2M50M412P,TRUE,No,,30.24,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
141,Juego de 12 pigtails Monomodo con código de color. SC SM 9/125 simplex 2 metros PC,"[""SBE-PIGSC2MSM12P""]",SBE-PIGSC2MSM12P,TRUE,No,,34.65,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
142,Juego de 50 tornillos 10 / 32 para rack de acero,"[""SBE-JTACERO""]",SBE-JTACERO,TRUE,No,,4.79,16,0,31161500,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
143,Juego de 6 Pigtail LC Multimodo 50/125 OM4 simplex 2 metros PC,"[""SBE-PIGLC2M50M46P""]",SBE-PIGLC2M50M46P,TRUE,No,,14.30,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
144,Juego de 6 Pigtail SC Multimodo 50/125 OM4 simplex 2 metros PC,"[""SBE-PIGSC2M50M46P""]",SBE-PIGSC2M50M46P,TRUE,No,,10.55,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
145,Juego de 6 pigtails con código de color. SC Monomodo 9/125 simplex 2 metros PC,"[""SBE-PIGSC2MSM6P""]",SBE-PIGSC2MSM6P,TRUE,No,,19.22,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
146,Juego de 6 pigtails LC Monomodo 9/125 simplex 2 metros PC,"[""SBE-PIGLC2MSM6P""]",SBE-PIGLC2MSM6P,TRUE,No,,8.72,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
147,Jumper LC-LC Multimodo 50/125 OM4 dúplex 2 mm. 1 metro. UPC,"[""SBE-JUMLC-LC-1M50""]",SBE-JUMLC-LC-1M50,TRUE,No,,10.00,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
148,Jumper LC-LC Multimodo 50/125 OM4 dúplex 2 mm. 2 metros. UPC,"[""SBE-JUMLC-LC-2M50""]",SBE-JUMLC-LC-2M50,TRUE,No,,10.80,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
149,Jumper LC-LC Multimodo 50/125 OM4 dúplex 2 mm. 3 metros. UPC,"[""SBE-JUMLC-LC-3M50""]",SBE-JUMLC-LC-3M50,TRUE,No,,11.80,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
150,Jumper LC-SC Multimodo 50/125 OM4 dúplex 2 mm. 1 metro. UPC,"[""SBE-JUMLC-SC-1M50""]",SBE-JUMLC-SC-1M50,TRUE,No,,8.98,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
151,Jumper LC-SC Multimodo 50/125 OM4 dúplex 2 mm. 2 metros. UPC,"[""SBE-JUMLC-SC-2M50""]",SBE-JUMLC-SC-2M50,TRUE,No,,9.82,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
152,Jumper LC-SC Multimodo 50/125 OM4 dúplex 2 mm. 3 metros. UPC,"[""SBE-JUMLC-SC-3M50""]",SBE-JUMLC-SC-3M50,TRUE,No,,10.57,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
153,Jumper SC/APC-SC/APC Monomodo 9/125 simplex 2 mm. 2 metros,"[""SBE-JUSCAPCSCAPC2MSM""]",SBE-JUSCAPCSCAPC2MSM,TRUE,No,,5.71,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
154,Jumper SC/UPC-SC/APC Monomodo 9/125 simplex 2 mm. 2 metros,"[""SBE-JUMSC-SCAPC-2MSM""]",SBE-JUMSC-SCAPC-2MSM,TRUE,No,,4.73,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
155,Jumper SC-SC Multimodo 50/125 OM4 dúplex 2 mm. 2 metros. UPC,"[""SBE-JUMSC-SC-2M50""]",SBE-JUMSC-SC-2M50,TRUE,No,,7.20,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
156,Jumper SC-SC Multimodo 50/125 OM4 dúplex 2 mm. 3 metros. UPC,"[""SBE-JUMSC-SC-3M50""]",SBE-JUMSC-SC-3M50,TRUE,No,,8.20,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
157,Jumper SC-SC Monomodo 9/125 simplex 2 mm. 2 metros. UPC,"[""SBE-JUMSC-SC-2M-SM""]",SBE-JUMSC-SC-2M-SM,TRUE,No,,4.78,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
158,Jumper SC-SC Monomodo 9/125 simplex 2 mm. 3 metros. UPC,"[""SBE-JUMSC-SC-3M-SM""]",SBE-JUMSC-SC-3M-SM,TRUE,No,,5.15,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
159,Jumper SC-SC Multimodo dúplex 2 mm. 1 metro. UPC,"[""SBE-JUMSC-SC-1M-SMD""]",SBE-JUMSC-SC-1M-SMD,TRUE,No,,10.30,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
160,Jumper SC-SC Multimodo dúplex 2 mm. 2 metros. UPC,"[""SBE-JUMSC-SC-2M-SMD""]",SBE-JUMSC-SC-2M-SMD,TRUE,No,,11.06,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
161,Jumper SC-SC/APC Multimodo dúplex 2 mm. 2 metros,"[""SBE-JUMSC-SCAPC-2M-SMD""]",SBE-JUMSC-SCAPC-2M-SMD,TRUE,No,,8.05,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
162,Kit de herramientas para Fibra Óptica,"[""SBE-F3033""]",SBE-F3033,TRUE,No,,204.75,16,0,43223300,Sbe Tech,Herramientas. Equipos de Medición y Prueba. Limpieza,"[""store"",""eshop"",""retailer""]"
163,Limpiador de Férulas para LC/MU,"[""SBE-1CLICKLC/MU""]",SBE-1CLICKLC/MU,TRUE,No,,33.18,16,0,43223300,Sbe Tech,Herramientas. Equipos de Medición y Prueba. Limpieza,"[""store"",""eshop"",""retailer""]"
164,Limpiador de Férulas para SC/ST/FC,"[""SBE-1CLICKSC/ST/FC""]",SBE-1CLICKSC/ST/FC,TRUE,No,,33.18,16,0,43223300,Sbe Tech,Herramientas. Equipos de Medición y Prueba. Limpieza,"[""store"",""eshop"",""retailer""]"
165,Localizador visual de fallas profesional de hasta 10 km,"[""SBE-EM10K""]",SBE-EM10K,TRUE,No,,92.96,16,0,43223300,Sbe Tech,Herramientas. Equipos de Medición y Prueba. Limpieza,"[""store"",""eshop"",""retailer""]"
166,Mangas o tubos de empalme de 50 mm. paquete con 12 pzas,"[""SBE-HESL50""]",SBE-HESL50,TRUE,No,,0.06,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
167,Mangas o tubos de empalme de 60 mm. paquete con 12 pzas,"[""SBE-HESL60""]",SBE-HESL60,TRUE,No,,0.16,16,0,43223300,Sbe Tech,Fibra Óptica,"[""store"",""eshop"",""retailer""]"
168,Medidor de potencia para longitudes de onda de 850nm/1300nm/1310nm/1490nm/1550nm/1625nm,"[""SBE-MP292302-10K""]",SBE-MP292302-10K,TRUE,No,,247.20,16,0,43223300,Sbe Tech,Herramientas. Equipos de Medición y Prueba. Limpieza,"[""store"",""eshop"",""retailer""]"
169,Microscopio 200x para ST. SC y LC,"[""SBE-EM200X""]",SBE-EM200X,TRUE,No,,82.98,16,0,43223300,Sbe Tech,Herramientas. Equipos de Medición y Prueba. Limpieza,"[""store"",""eshop"",""retailer""]"
170,Navaja para herramienta de impacto sistema 110,"[""SBE-N110""]",SBE-N110,TRUE,No,,4.36,16,0,43223300,Sbe Tech,Herramientas. Equipos de Medición y Prueba. Limpieza,"[""store"",""eshop"",""retailer""]"
171,Caja Plástica Tapa Opaca,"[""SBE-OP10010070""]",SBE-OP10010070,TRUE,No,,1.20,16,0,43223300,Sbe Tech,Gabinetes Metal y Plásticos,"[""store"",""eshop"",""retailer""]"
172,Caja Plástica Tapa Opaca,"[""SBE-OP15011070""]",SBE-OP15011070,TRUE,No,,2.90,16,0,43223300,Sbe Tech,Gabinetes Metal y Plásticos,"[""store"",""eshop"",""retailer""]"
173,Caja Plástica Tapa Opaca,"[""SBE-OP19014070""]",SBE-OP19014070,TRUE,No,,3.65,16,0,43223300,Sbe Tech,Gabinetes Metal y Plásticos,"[""store"",""eshop"",""retailer""]"
174,Caja Plástica Tapa Opaca,"[""SBE-OP300220120""]",SBE-OP300220120,TRUE,No,,10.10,16,0,43223300,Sbe Tech,Gabinetes Metal y Plásticos,"[""store"",""eshop"",""retailer""]"
175,Caja Plástica Tapa Opaca,"[""SBE-OP380300120""]",SBE-OP380300120,TRUE,No,,14.70,16,0,43223300,Sbe Tech,Gabinetes Metal y Plásticos,"[""store"",""eshop"",""retailer""]"
176,"""Organizador de cable horizontal 19"""" 2 UR doble lado""","[""SBE-OH2URD""]",SBE-OH2URD,TRUE,No,,21.30,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
177,"""Organizador de cable vertical 3.5' 20 UR doble. con canal 3"""" x 3""""""","[""SBE-OV20UR""]",SBE-OV20UR,TRUE,No,,31.77,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
178,"""Organizador de cable vertical 3.5' 20 UR sencillo. con canal 3"""" x 3""""""","[""SBE-OV20URS""]",SBE-OV20URS,TRUE,No,,15.90,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
179,"""Organizador de cable vertical 7' 40 UR doble. con canal 3"""" x 3""""""","[""SBE-OV40UR""]",SBE-OV40UR,TRUE,No,,81.32,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
180,"""Organizador de cable vertical 7' 40 UR sencillo. con canal 3"""" x 3""""""","[""SBE-OV40URS""]",SBE-OV40URS,TRUE,No,,42.45,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
181,Organizador de cable vertical 22.5UR doble,"[""SBE-OVNL22.5UR""]",SBE-OVNL22.5UR,TRUE,No,,64.29,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
182,Organizador de cable vertical 22.5UR sencillo,"[""SBE-OVNL22.5URS""]",SBE-OVNL22.5URS,TRUE,No,,40.16,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
183,Organizador de cable vertical 45UR doble,"[""SBE-OVNL45UR""]",SBE-OVNL45UR,TRUE,No,,126.47,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
184,Organizador de cable vertical 45UR sencillo,"[""SBE-OVNL45URS""]",SBE-OVNL45URS,TRUE,No,,78.79,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
185,Organizador horizontal de 1 UR sencillo,"[""SBE-OH1UR""]",SBE-OH1UR,TRUE,No,,6.20,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
186,Organizador horizontal de 2 UR sencillo,"[""SBE-OH2UR""]",SBE-OH2UR,TRUE,No,,9.65,16,0,43223300,Sbe Tech,Racks y Gabinetes,"[""store"",""eshop"",""retailer""]"
187,OTDR para longitud de onda de 1310nm/1550nm.,"[""SBE-OTDR-B""]",SBE-OTDR-B,TRUE,No,,2350.00,16,0,43223300,Sbe Tech,Herramientas. Equipos de Medición y Prueba. Limpieza,"[""store"",""eshop"",""retailer""]"
188,Panel ciego de 1 U.R.,"[""SBE-PC001""]",SBE-PC001,TRUE,No,,2.12,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
189,Panel ciego de 2 U.R.,"[""SBE-PC002""]",SBE-PC002,TRUE,No,,2.79,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
190,Panel de parcheo categoría 5e. 24 puertos,"[""SBE-2202-24P""]",SBE-2202-24P,TRUE,No,,34.28,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
191,Panel de parcheo categoría 5e. 48 puertos,"[""SBE-2202-48P""]",SBE-2202-48P,TRUE,No,,65.35,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
192,Panel de parcheo categoría 6. 24 puertos,"[""SBE-PPC6-24""]",SBE-PPC6-24,TRUE,No,,67.47,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
193,Panel de parcheo categoría 6. 48 puertos,"[""SBE-PPC6-48""]",SBE-PPC6-48,TRUE,No,,129.72,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
194,Panel de parcheo para pared estilo regleta cat. 5e. 12 puertos,"[""SBE-2202-12P""]",SBE-2202-12P,TRUE,No,,17.22,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
195,Panel de parcheo para pared estilo regleta cat. 6. 12 puertos,"[""SBE-PPC6-12P""]",SBE-PPC6-12P,TRUE,No,,16.36,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
196,Panel modular angulado vacío de 24 puertos metálico,"[""SBE-PMODA""]",SBE-PMODA,TRUE,No,,15.59,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
197,Panel modular vacío de 24 puertos blindado,"[""SBE-PMODS""]",SBE-PMODS,TRUE,No,,12.50,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
198,Patch cord cat. 5e con bota inyectada color azul. 1 m,"[""SBE-1109-1.0M-BL""]",SBE-1109-1.0M-BL,TRUE,No,,0.85,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
199,Patch cord cat. 5e con bota inyectada color azul. 2 m,"[""SBE-1109-2.0M-BL""]",SBE-1109-2.0M-BL,TRUE,No,,1.25,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
200,Patch cord cat. 5e con bota inyectada color azul. 3 m,"[""SBE-1109-3.0M-BL""]",SBE-1109-3.0M-BL,TRUE,No,,1.65,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
201,Patch cord cat. 5e con bota inyectada color gris. 1 m,"[""SBE-1109-1.0M-GY""]",SBE-1109-1.0M-GY,TRUE,No,,0.85,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
202,Patch cord cat. 5e con bota inyectada color gris. 2 m,"[""SBE-1109-2.0M-GY""]",SBE-1109-2.0M-GY,TRUE,No,,1.27,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
203,Patch cord cat. 5e con bota inyectada color gris. 3 m,"[""SBE-1109-3.0M-GY""]",SBE-1109-3.0M-GY,TRUE,No,,1.65,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
204,Patch cord cat. 6 con bota inyectada color azul 30 cms,"[""SBE-PCC60.3M-BL""]",SBE-PCC60.3M-BL,TRUE,No,,1.13,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
205,Patch cord cat. 6 con bota inyectada color azul 60 cms,"[""SBE-PCC60.6M-BL""]",SBE-PCC60.6M-BL,TRUE,No,,1.52,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
206,Patch cord cat. 6 con bota inyectada color azul. 1 m,"[""SBE-PCC61.0M-BL""]",SBE-PCC61.0M-BL,TRUE,No,,1.84,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
207,Patch cord cat. 6 con bota inyectada color azul. 2 m,"[""SBE-PCC62.0M-BL""]",SBE-PCC62.0M-BL,TRUE,No,,2.94,16,0,43223300,Sbe Tech,Cableado en Cobre,"[""store"",""eshop"",""retailer""]"
